utterance,intent,category,tags
can you help me get the invoices from 3 purchases ago?,get_invoice,INVOICE,BIM
could you help me to get the invoices from last month?,get_invoice,INVOICE,BIMP
I have to get my invoice,get_invoice,INVOICE,B
could I get the invoices from my last purchase?,get_invoice,INVOICE,BIMP
get invoices from last purchase,get_invoice,INVOICE,BKM
I would like to get the invoices from last month,get_invoice,INVOICE,BMP
I do not know how I can get the invoices from ten months ago,get_invoice,INVOICE,BEM
where could I get my invoices?,get_invoice,INVOICE,BIMP
can you help me getting the invoices from 7 months ago?,get_invoice,INVOICE,BIM
I would like to get the invoices from February,get_invoice,INVOICE,BMP
I don't know how to get the invoices from last month,get_invoice,INVOICE,BM
I don't know how I could get my invoice,get_invoice,INVOICE,BP
I don't know how I can get the invoice from last month,get_invoice,INVOICE,B
how to get the invoices from my last purchase?,get_invoice,INVOICE,BIM
I would like to get the invoices from ten months ago,get_invoice,INVOICE,BMP
I do not know how I could get my invoices,get_invoice,INVOICE,BEMP
I call to get the invoice from eight months ago,get_invoice,INVOICE,BM
I want help getting my invoices,get_invoice,INVOICE,BM
I do not know what I have to do to get my invoices,get_invoice,INVOICE,BEM
I want to get the invoice from last month,get_invoice,INVOICE,B
where do I get the invoices from my last purchase?,get_invoice,INVOICE,BIM
I have to get the invoice from last month,get_invoice,INVOICE,B
can you help me to get the invoices from December?,get_invoice,INVOICE,BIM
get invoice from four months ago,get_invoice,INVOICE,BKM
how can I get the invoice from August?,get_invoice,INVOICE,BI
would it be possible to get the invoice?,get_invoice,INVOICE,BIP
where can I get the invoice from May?,get_invoice,INVOICE,BI
help me getting the invoice from December,get_invoice,INVOICE,B
can I get the invoices from 6 purchases ago?,get_invoice,INVOICE,BIM
can you help me get the invoices from my last purchase?,get_invoice,INVOICE,BIM
where can I get the invoices from my last purchase?,get_invoice,INVOICE,BIM
I want help to get the invoices from last month,get_invoice,INVOICE,BM
I try to get the invoices from 11 purchases ago,get_invoice,INVOICE,BM
I have to get my invoices,get_invoice,INVOICE,BM
where can I get the invoices from 1 purchases ago?,get_invoice,INVOICE,BIM
I try to get the invoices from two months ago,get_invoice,INVOICE,BM
I don't know what I have to do to get the invoices,get_invoice,INVOICE,BM
where could I get the invoices from 6 purchases ago?,get_invoice,INVOICE,BIMP
help getting the invoices,get_invoice,INVOICE,BM
I call to get the invoices,get_invoice,INVOICE,BM
where can I get my invoice?,get_invoice,INVOICE,BI
help me get the invoice from 6 purchases ago,get_invoice,INVOICE,BM
I don't know how to get my invoice,get_invoice,INVOICE,B
could you send me the invoices from nine months ago?,get_invoice,INVOICE,BIMP
I don't know how to get the invoice,get_invoice,INVOICE,B
can I get the invoices?,get_invoice,INVOICE,BIM
can you help me to get the invoices from last month?,get_invoice,INVOICE,BIM
assistance getting the invoices from eight months ago,get_invoice,INVOICE,BM
I need to get the invoice from July,get_invoice,INVOICE,B
I have got to get the invoices from eleven months ago,get_invoice,INVOICE,BM
I don't know how I can get the invoice from 9 purchases ago,get_invoice,INVOICE,BM
I need assistance to get the invoices from 2 purchases ago,get_invoice,INVOICE,BM
I need help to get my invoice,get_invoice,INVOICE,B
could you help me to get the invoices from my last purchase?,get_invoice,INVOICE,BIMP
I need assistance to get the invoices from last month,get_invoice,INVOICE,BM
can you help me getting the invoices from my last purchase?,get_invoice,INVOICE,BIM
I want help to get the invoices,get_invoice,INVOICE,BM
I would like to get the invoice from December,get_invoice,INVOICE,BP
I need to get the invoice from 9 purchases ago,get_invoice,INVOICE,BM
I don't know how I could get the invoices from last month,get_invoice,INVOICE,BMP
I try to get the invoices,get_invoice,INVOICE,BM
how could I get the invoices from my last purchase?,get_invoice,INVOICE,BIMP
can you help me getting my invoice?,get_invoice,INVOICE,BI
where to get the invoice from 10 months ago?,get_invoice,INVOICE,BIM
I don't know how to get the invoices from ten months ago,get_invoice,INVOICE,BM
how could I get my invoice?,get_invoice,INVOICE,BIP
could you help me get the invoices?,get_invoice,INVOICE,BIMP
could you help me getting the invoice from 10 months ago?,get_invoice,INVOICE,BIMP
I do not know what I have to do to get the invoice,get_invoice,INVOICE,BE
I don't know what to do to get the invoice,get_invoice,INVOICE,B
can you send me the invoices from last month?,get_invoice,INVOICE,BIM
I need help to get the invoices from last month,get_invoice,INVOICE,BM
how can I get the invoices?,get_invoice,INVOICE,BIM
could you help me to get the invoice from March?,get_invoice,INVOICE,BIP
could I get the invoice from 9 purchases ago?,get_invoice,INVOICE,BIMP
could you help me getting the invoice?,get_invoice,INVOICE,BIP
I do not know what I need to do to get the invoices,get_invoice,INVOICE,BEM
how do I get the invoice from seven purchases ago?,get_invoice,INVOICE,BIM
will you send me the invoice from seven purchases ago?,get_invoice,INVOICE,BIMP
where do I get my invoices?,get_invoice,INVOICE,BIM
can you help me get my invoice?,get_invoice,INVOICE,BI
I want assistance to get the invoice from 8 months ago,get_invoice,INVOICE,BM
could you help me get the invoices from last month?,get_invoice,INVOICE,BIMP
could you send me the invoices from one purchases ago?,get_invoice,INVOICE,BIMP
I need help getting the invoices from my last purchase,get_invoice,INVOICE,BM
I don't know how to get the invoices from my last purchase,get_invoice,INVOICE,BM
I want help to get the invoice from June,get_invoice,INVOICE,B
I have got to get the invoice from 10 months ago,get_invoice,INVOICE,BM
could you help me to get the invoice from six months ago?,get_invoice,INVOICE,BIMP
how do I get the invoice?,get_invoice,INVOICE,BI
I want to get the invoices from my last purchase,get_invoice,INVOICE,BM
get invoice from September,get_invoice,INVOICE,BK
assistance to get the invoice from 3 purchases ago,get_invoice,INVOICE,BM
I need to get the invoices from my last purchase,get_invoice,INVOICE,BM
how do I get the invoice from June?,get_invoice,INVOICE,BI
help me to get the invoice from last month,get_invoice,INVOICE,B
can you send me the invoice from last month?,get_invoice,INVOICE,BI
I am trying to get my invoices,get_invoice,INVOICE,BM
I try to get the invoice from last month,get_invoice,INVOICE,B
I am trying to get the invoices from 5 purchases ago,get_invoice,INVOICE,BM
get invoice,get_invoice,INVOICE,BK
could you help me getting the invoices?,get_invoice,INVOICE,BIMP
getting invoices from July,get_invoice,INVOICE,BKM
I call to get the invoices from March,get_invoice,INVOICE,BM
can you help me to get the invoice from last month?,get_invoice,INVOICE,BI
I do not know what I need to do to get my invoices,get_invoice,INVOICE,BEM
could you send me the invoices from last month?,get_invoice,INVOICE,BIMP
I am calling to get the invoices from August,get_invoice,INVOICE,BM
can you help me get the invoice from last month?,get_invoice,INVOICE,BI
I want help to get the invoices from my last purchase,get_invoice,INVOICE,BM
how to get the invoices from March?,get_invoice,INVOICE,BIM
could you send me the invoices from August?,get_invoice,INVOICE,BIMP
is it possible to get the invoices from last month?,get_invoice,INVOICE,BIM
I don't know how to get the invoice from 1 purchases ago,get_invoice,INVOICE,BM
I would like to get the invoices from my last purchase,get_invoice,INVOICE,BMP
where do I get the invoice from my last purchase?,get_invoice,INVOICE,BI
I want assistance getting the invoice from my last purchase,get_invoice,INVOICE,B
how can I get the invoice from last month?,get_invoice,INVOICE,BI
help to get the invoice from September,get_invoice,INVOICE,B
get invoices from April,get_invoice,INVOICE,BKM
can I get the invoices from last month?,get_invoice,INVOICE,BIM
I need help getting the invoices from eleven months ago,get_invoice,INVOICE,BM
can you help me get the invoices from last month?,get_invoice,INVOICE,BIM
I don't know how I could get the invoice,get_invoice,INVOICE,BP
can you help me get the invoices from October?,get_invoice,INVOICE,BIM
get invoice from last purchase,get_invoice,INVOICE,BK
can I get the invoices from my last purchase?,get_invoice,INVOICE,BIM
can you help me getting the invoice from my last purchase?,get_invoice,INVOICE,BI
I need assistance getting the invoices from last month,get_invoice,INVOICE,BM
I need to get the invoices from June,get_invoice,INVOICE,BM
is it possible to get the invoice from my last purchase?,get_invoice,INVOICE,BI
I would like to get my invoice,get_invoice,INVOICE,BP
I don't know what to do to get the invoices from August,get_invoice,INVOICE,BM
I do not know what to do to get my invoice,get_invoice,INVOICE,BE
I don't know what I need to do to get my invoice,get_invoice,INVOICE,B
help me get my invoices,get_invoice,INVOICE,BM
can you send me the invoices from my last purchase?,get_invoice,INVOICE,BIM
could I get the invoices from five purchases ago?,get_invoice,INVOICE,BIMP
getting invoice from March,get_invoice,INVOICE,BK
how could I get the invoices?,get_invoice,INVOICE,BIMP
how do I get my invoices?,get_invoice,INVOICE,BIM
help getting my invoice,get_invoice,INVOICE,B
where do I get the invoice from last month?,get_invoice,INVOICE,BI
where could I get the invoices from my last purchase?,get_invoice,INVOICE,BIMP
can you help me get the invoice from my last purchase?,get_invoice,INVOICE,BI
help me getting the invoice from my last purchase,get_invoice,INVOICE,B
what do I need to do to get the invoice?,get_invoice,INVOICE,BI
assistance to get the invoices from December,get_invoice,INVOICE,BM
getting invoices,get_invoice,INVOICE,BKM
I want to get the invoice,get_invoice,INVOICE,B
help to get the invoice from seven purchases ago,get_invoice,INVOICE,BM
how to get the invoice from March?,get_invoice,INVOICE,BI
